Original ID	argNorm drug classes	Original Drug Classes	Hit type	Status	Description
0|WP_000888203.1|1|1|oqxR|oqxR|mutation|2|||Rrf2_family_transcriptional_regulator_OqxR	['aminoglycoside antibiotic', 'aminoglycoside antibiotic']	0|WP_000888203.1|1|1|oqxR|oqxR|mutation|2|||Rrf2_family_transcriptional_regulator_OqxR	Loose	3003921	https://aricjournal.biomedcentral.com/articles/10.1186/s13756-019-0489-3
0|WP_000948731.1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	['phenicol antibiotic']	0|WP_000948731.1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	Loose	3004247	
0|WP_000977920.1|1|1|ompF|ompF|mutation|2|||outer_membrane_protein_F_OmpF	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_000977920.1|1|1|ompF|ompF|mutation|2|||outer_membrane_protein_F_OmpF	Loose	3000265	
0|WP_001010111.1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	0|WP_001010111.1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	Loose	3004247	
0|WP_001118667.1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	['fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	0|WP_001118667.1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	Loose	3003930	
0|WP_001157751.1|1|1|ompR|ompR|mutation|2|||two-component_system_response_regulator_OmpR	['glycopeptide antibiotic', 'glycopeptide antibiotic']	0|WP_001157751.1|1|1|ompR|ompR|mutation|2|||two-component_system_response_regulator_OmpR	Loose	3004282	
0|WP_001181005.1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	['beta-lactam antibiotic']	0|WP_001181005.1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	Loose	3003930	
0|WP_001212189.1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	['peptide antibiotic']	0|WP_001212189.1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	Loose	correct	
0|WP_001281271.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_001281271.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_001960919.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	0|WP_001960919.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	Loose	3000274	
0|WP_002215394.1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	['beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_002215394.1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	Loose	3003930	
0|WP_002215424.1|1|1|rplV|rplV|mutation|2|||50S_ribosomal_protein_L22	['phenicol antibiotic', 'phenicol antibiotic']	0|WP_002215424.1|1|1|rplV|rplV|mutation|2|||50S_ribosomal_protein_L22	Loose	incorrect	
0|WP_002215445.1|1|1|rpsE|rpsE|mutation|2|||30S_ribosomal_protein_S5	['beta-lactam antibiotic']	0|WP_002215445.1|1|1|rpsE|rpsE|mutation|2|||30S_ribosomal_protein_S5	Loose	3007526	
0|WP_002225943.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	0|WP_002225943.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	Loose	correct	
0|WP_002240607.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_002240607.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_002296175.1|1|1|eat(A)|eat(A)|mutation|2|||ABC-F_type_ribosomal_protection_protein_Eat(A)	['lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic']	0|WP_002296175.1|1|1|eat(A)|eat(A)|mutation|2|||ABC-F_type_ribosomal_protection_protein_Eat(A)	Loose	3003761	
0|WP_002884747.1|1|1|lamB|lamB|mutation|2|||maltoporin_LamB	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	0|WP_002884747.1|1|1|lamB|lamB|mutation|2|||maltoporin_LamB	Loose	3004126	
0|WP_002892080.1|1|1|acrR|acrR|mutation|2|||transcriptional_regulator_AcrR	['fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	0|WP_002892080.1|1|1|acrR|acrR|mutation|2|||transcriptional_regulator_AcrR	Loose	3000702	
0|WP_002913005.1|1|1|ompK36|ompK36|mutation|2|||outer_membrane_porin_OmpK36	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_002913005.1|1|1|ompK36|ompK36|mutation|2|||outer_membrane_porin_OmpK36	Loose	correct	
0|WP_003027598.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003027598.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_003082436.1|1|1|phoP|phoP|mutation|2|||two-component_system_response_regulator_PhoP	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	0|WP_003082436.1|1|1|phoP|phoP|mutation|2|||two-component_system_response_regulator_PhoP	Loose	3000834	
0|WP_003082438.1|1|1|phoQ|phoQ|mutation|2|||two-component_system_sensor_histidine_kinase_PhoQ	['aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003082438.1|1|1|phoQ|phoQ|mutation|2|||two-component_system_sensor_histidine_kinase_PhoQ	Loose	3000835	
0|WP_003088694.1|1|1|cmrA|cmrA|mutation|2|||AraC_family_transcriptional_regulator_CmrA	['fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	0|WP_003088694.1|1|1|cmrA|cmrA|mutation|2|||AraC_family_transcriptional_regulator_CmrA	Loose	3002702	
0|WP_003091272.1|1|1|dacB|dacB|mutation|2|||D-alanyl-D-alanine_carboxypeptidase/D-alanyl-D-alanine-endopeptidase_DacB	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003091272.1|1|1|dacB|dacB|mutation|2|||D-alanyl-D-alanine_carboxypeptidase/D-alanyl-D-alanine-endopeptidase_DacB	Loose	incorrect	
0|WP_003091448.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003091448.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_003092152.1|1|1|nalD|nalD|mutation|2|||efflux_system_transcriptional_repressor_NalD	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	0|WP_003092152.1|1|1|nalD|nalD|mutation|2|||efflux_system_transcriptional_repressor_NalD	Strict	correct	
0|WP_003093741.1|1|1|fusA1|fusA1|mutation|2|||elongation_factor_G	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	0|WP_003093741.1|1|1|fusA1|fusA1|mutation|2|||elongation_factor_G	Loose	3003734	
0|WP_003094842.1|1|1|nfxB|nfxB|mutation|2|||efflux_pump_transcriptional_repressor_NfxB	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'phenicol antibiotic']	0|WP_003094842.1|1|1|nfxB|nfxB|mutation|2|||efflux_pump_transcriptional_repressor_NfxB	Strict	correct	
0|WP_003096258.1|1|1|amgS|amgS|mutation|2|||two-component_system_sensor_histidine_kinase_AmgS	['glycopeptide antibiotic']	0|WP_003096258.1|1|1|amgS|amgS|mutation|2|||two-component_system_sensor_histidine_kinase_AmgS	Loose	incorrect	
0|WP_003096330.1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	0|WP_003096330.1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	Loose	3004247	
0|WP_003097268.1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB	['macrolide antibiotic', 'streptogramin antibiotic', 'phosphonic acid antibiotic']	0|WP_003097268.1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB	Loose	3000864	
0|WP_003098126.1|1|1|parR|parR|mutation|2|||two-component_response_regulator_ParR	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	0|WP_003098126.1|1|1|parR|parR|mutation|2|||two-component_response_regulator_ParR	Perfect	correct	
0|WP_003102062.1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE	['tetracycline antibiotic', 'tetracycline antibiotic']	0|WP_003102062.1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE	Loose	3000115	
0|WP_003102236.1|1|1|pmrA|pmrA|mutation|2|||two-component_system_response_regulator_PmrA	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	0|WP_003102236.1|1|1|pmrA|pmrA|mutation|2|||two-component_system_response_regulator_PmrA	Loose	3000822	
0|WP_003105000.1|1|1|cprS|cprS|mutation|2|||cationic_peptide_sensor_histidine_kinase_CprS	['peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic']	0|WP_003105000.1|1|1|cprS|cprS|mutation|2|||cationic_peptide_sensor_histidine_kinase_CprS	Perfect	correct	
0|WP_003112576.1|1|1|oprD|oprD|mutation|2|||outer_membrane_porin_OprD	['beta-lactam antibiotic']	0|WP_003112576.1|1|1|oprD|oprD|mutation|2|||outer_membrane_porin_OprD	Loose	3003686	https://www.uniprot.org/uniprotkb/P32722/entry
0|WP_003112844.1|1|1|ampD|ampD|mutation|2|||beta-lactamase_expression_regulator_AmpD	['macrolide antibiotic', 'macrolide antibiotic']	0|WP_003112844.1|1|1|ampD|ampD|mutation|2|||beta-lactamase_expression_regulator_AmpD	Loose	incorrect	
0|WP_003112923.1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	['peptide antibiotic']	0|WP_003112923.1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	Strict	correct	
0|WP_003113318.1|1|1|czcS|czcS|mutation|2|||sensor_histidine_kinase_czcS	['peptide antibiotic']	0|WP_003113318.1|1|1|czcS|czcS|mutation|2|||sensor_histidine_kinase_czcS	Loose	incorrect	
0|WP_003113589.1|1|1|parS|parS|mutation|2|||sensor_histidine_kinase_ParS	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	0|WP_003113589.1|1|1|parS|parS|mutation|2|||sensor_histidine_kinase_ParS	Perfect	correct	
0|WP_003113837.1|1|1|nalC|nalC|mutation|2|||efflux_system_transcriptional_repressor_NalC	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	0|WP_003113837.1|1|1|nalC|nalC|mutation|2|||efflux_system_transcriptional_repressor_NalC	Strict	correct	
0|WP_003114897.1|1|1|mexR|mexR|mutation|2|||MarR_family_transcriptional_repressor_MexR	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	0|WP_003114897.1|1|1|mexR|mexR|mutation|2|||MarR_family_transcriptional_repressor_MexR	Strict	correct	
0|WP_003137572.1|1|1|ampR|ampR|mutation|2|||transcriptional_regulator_AmpR	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003137572.1|1|1|ampR|ampR|mutation|2|||transcriptional_regulator_AmpR	Loose	3007491	https://www.ncbi.nlm.nih.gov/protein/WP_003137572.1
0|WP_003429305.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003429305.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_003429485.1|1|1|rpoC|rpoC|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoC	['lincosamide antibiotic', 'streptogramin antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	0|WP_003429485.1|1|1|rpoC|rpoC|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoC	Loose	3004995	
0|WP_003434229.1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB	['beta-lactam antibiotic']	0|WP_003434229.1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB	Loose	3000864	
0|WP_003436174.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	0|WP_003436174.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	Loose	correct	
0|WP_003688264.1|1|1|rpoD|rpoD|mutation|2|||RNA_polymerase_sigma_factor_RpoD	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003688264.1|1|1|rpoD|rpoD|mutation|2|||RNA_polymerase_sigma_factor_RpoD	Loose	incorrect	
0|WP_003688895.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_003688895.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_003690088.1|1|1|rplD|rplD|mutation|2|||50S_ribosomal_protein_L4	['macrolide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic']	0|WP_003690088.1|1|1|rplD|rplD|mutation|2|||50S_ribosomal_protein_L4	Loose	3004956	
0|WP_003690105.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	0|WP_003690105.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	Loose	correct	
0|WP_003691666.1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE	['macrolide antibiotic', 'lincosamide antibiotic', 'orthosomycin antibiotic']	0|WP_003691666.1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE	Loose	3000457	
0|WP_003702942.1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase_FolP	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	0|WP_003702942.1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase_FolP	Loose	3004873	https://www.ncbi.nlm.nih.gov/protein/WP_003702942.1
0|WP_004103997.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_004103997.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_004105833.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	['beta-lactam antibiotic']	0|WP_004105833.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	Loose	3000274	
0|WP_004140292.1|1|1|lapB|lapB|mutation|2|||lipopolysaccharide_assembly_protein_LapB	['beta-lactam antibiotic']	0|WP_004140292.1|1|1|lapB|lapB|mutation|2|||lipopolysaccharide_assembly_protein_LapB	Loose	incorrect	https://pubmed.ncbi.nlm.nih.gov/24722986/
0|WP_004141771.1|1|1|ompK35|ompK35|mutation|2|||outer_membrane_porin_OmpK35	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_004141771.1|1|1|ompK35|ompK35|mutation|2|||outer_membrane_porin_OmpK35	Loose	correct	
0|WP_004186718.1|1|1|dut|dut|mutation|2|||dUTP_diphosphatase_Dut	['tetracycline antibiotic']	0|WP_004186718.1|1|1|dut|dut|mutation|2|||dUTP_diphosphatase_Dut	Loose	incorrect	
0|WP_004193008.1|1|1|yciV|yciV|mutation|2|||PHP_domain-containing_protein_YciV	['peptide antibiotic', 'peptide antibiotic']	0|WP_004193008.1|1|1|yciV|yciV|mutation|2|||PHP_domain-containing_protein_YciV	Loose	incorrect	
0|WP_004527513.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_004527513.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_005119692.1|1|1|baeS|baeS|mutation|2|||two-component_system_sensor_histidine_kinase_BaeS	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminocoumarin antibiotic']	0|WP_005119692.1|1|1|baeS|baeS|mutation|2|||two-component_system_sensor_histidine_kinase_BaeS	Loose	correct	
0|WP_005482017.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	0|WP_005482017.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	Loose	3000274	
0|WP_006490721.1|1|1|ampD|ampD|mutation|2|||1,6-anhydro-N-acetylmuramyl-L-alanine_amidase_AmpD	['glycopeptide antibiotic', 'glycopeptide antibiotic']	0|WP_006490721.1|1|1|ampD|ampD|mutation|2|||1,6-anhydro-N-acetylmuramyl-L-alanine_amidase_AmpD	Loose	incorrect	
0|WP_006764872.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic']	0|WP_006764872.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_010895622.1|1|1|mexT|mexT|mutation|2|||LysR_substrate-binding_domain-containing_protein_MexT	['fluoroquinolone antibiotic', 'diaminopyrimidine antibiotic', 'phenicol antibiotic']	0|WP_010895622.1|1|1|mexT|mexT|mutation|2|||LysR_substrate-binding_domain-containing_protein_MexT	Strict	correct	
0|WP_011078689.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	0|WP_011078689.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	Loose	3000274	
0|WP_011861625.1|1|1|murG|murG|mutation|2|||undecaprenyldiphospho-muramoylpentapeptide_beta-N-acetylglucosaminyltransferase_MurG	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	0|WP_011861625.1|1|1|murG|murG|mutation|2|||undecaprenyldiphospho-muramoylpentapeptide_beta-N-acetylglucosaminyltransferase_MurG	Loose	3004560	
0|WP_013097903.1|1|1|baeS|baeS|mutation|2|||two-component_system_sensor_histidine_kinase_BaeS	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminocoumarin antibiotic']	0|WP_013097903.1|1|1|baeS|baeS|mutation|2|||two-component_system_sensor_histidine_kinase_BaeS	Strict	correct	
0|WP_013098009.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_013098009.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	Loose	3003292	
0|WP_013098723.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	['beta-lactam antibiotic']	0|WP_013098723.1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	Loose	3000274	
0|WP_014614750.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	0|WP_014614750.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	Loose	correct	
